slice,n,rmse_mean_delta,rmse_ci_low,rmse_ci_high,mae_mean_delta,mae_ci_low,mae_ci_high
"ATMxSHORT(|logM|<0.10, T<15d)",3173,-0.0025223105060867964,-0.0025692300987429917,-0.002472979051526636,-0.0020622842812445014,-0.0021263258182443678,-0.001996145525481552
